periodicity,periodicity_label.value,seasonadj,seasonadj_label.value,geo_level,geo_level_label.value,geography,geography_label.value,ind_level,ind_level_label.value,industry,industry_label.value,ownercode,ownercode_label.value,sex,sex_label.value,agegrp,agegrp_label.value,race,race_label.value,ethnicity,ethnicity_label.value,education,education_label.value,firmage,firmage_label.value,firmsize,firmsize_label.value,year,quarter,Emp,sEmp
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,1008,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3115,Dairy Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,1183,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3116,Animal Slaughtering and Processing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,452,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3117,Seafood Product Preparation and Packaging,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,,5
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3118,Bakeries and Tortilla Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,3121,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3119,Other Food Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,1578,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3121,Beverage Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,1759,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3131,"Fiber, Yarn, and Thread Mills",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,,5
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3132,Fabric Mills,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,,5
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3133,Textile and Fabric Finishing and Fabric Coating Mills,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,12,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3141,Textile Furnishings Mills,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,332,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3149,Other Textile Product Mills,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,378,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3151,Apparel Knitting Mills,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,,5
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3152,Cut and Sew Apparel Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,457,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3159,Apparel Accessories and Other Apparel Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,12,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3161,Leather and Hide Tanning and Finishing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,95,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3162,Footwear Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,341,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3169,Other Leather and Allied Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,50,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3211,Sawmills and Wood Preservation,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,1635,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3212,"Veneer, Plywood, and Engineered Wood Product Manufacturing",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,535,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3219,Other Wood Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,2475,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3221,"Pulp, Paper, and Paperboard Mills",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,1353,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3222,Converted Paper Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,1797,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3231,Printing and Related Support Activities,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,5174,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3241,Petroleum and Coal Products Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,388,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3251,Basic Chemical Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,253,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3252,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,,5
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,181,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3254,Pharmaceutical and Medicine Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,418,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3255,"Paint, Coating, and Adhesive Manufacturing",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,221,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3256,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,213,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3259,Other Chemical Product and Preparation Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,224,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3261,Plastics Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,3970,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3262,Rubber Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,550,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3271,Clay Product and Refractory Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,453,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3272,Glass and Glass Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,951,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3273,Cement and Concrete Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,953,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3274,Lime and Gypsum Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,216,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3279,Other Nonmetallic Mineral Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,445,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3311,Iron and Steel Mills and Ferroalloy Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,1354,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3312,Steel Product Manufacturing from Purchased Steel,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,,5
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3313,Alumina and Aluminum Production and Processing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,476,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3314,Nonferrous Metal (except Aluminum) Production and Processing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,,5
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3315,Foundries,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,4164,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3321,Forging and Stamping,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,217,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3322,Cutlery and Handtool Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,2198,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3323,Architectural and Structural Metals Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,2421,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3324,"Boiler, Tank, and Shipping Container Manufacturing",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,591,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3325,Hardware Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,56,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3326,Spring and Wire Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,461,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,2461,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3328,"Coating, Engraving, Heat Treating, and Allied Activities",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,1187,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3329,Other Fabricated Metal Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,2318,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3331,"Agriculture, Construction, and Mining Machinery Manufacturing",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,448,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3332,Industrial Machinery Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,2569,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3333,Commercial and Service Industry Machinery Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,800,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,656,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3335,Metalworking Machinery Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,427,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,76,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3339,Other General Purpose Machinery Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,2200,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3341,Computer and Peripheral Equipment Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,3172,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3342,Communications Equipment Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,647,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3343,Audio and Video Equipment Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,324,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3344,Semiconductor and Other Electronic Component Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,24247,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,4854,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3346,Manufacturing and Reproducing Magnetic and Optical Media,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,76,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3351,Electric Lighting Equipment Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,352,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3352,Household Appliance Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,,5
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3353,Electrical Equipment Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,368,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3359,Other Electrical Equipment and Component Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,1112,1
